geo,time,pop1,pop2,pop3,pop4,pop5
cpv,1827,1112504417,783191,1683347,119586,56497
caf,1827,731269552,854433,1081221,95576,678452
tcd,1827,1261343437,1940328,70634,82514,286550
chl,1827,303837000,945631,1719963,69049,1433812
chn,1827,18519545,1322778,1016668,105199,1809480
col,1827,577343750,933817,19252,124155,412836
com,1827,111212781,671507,293917,43309,441910
cod,1827,875238770,949759,1229993,1922,1941217
cog,1827,1222819021,853590,220552,8579,1125459
cri,1827,906248405,844825,1491913,112638,1120879
civ,1827,65713004,1079316,122068,43273,913983
cub,1827,1051782778,1482015,1233946,7444,433513
cyp,1827,1220363591,303732,523208,47358,1222458
cze,1827,156150282,1630372,1602675,13851,1738441
dnk,1827,160353289,1630813,1969073,86551,1628950
dji,1827,181029158,1403278,156020,92169,381738
dom,1827,1245061862,930046,1136889,41660,1271733
ecu,1827,169398210,1943318,285167,99687,1902545
egy,1827,1138626545,1153210,1172182,87352,696441
slv,1827,154786385,351895,66843,109086,1976481
gnq,1827,593117151,1082051,520433,12977,71689
eri,1827,1216802370,1075680,220485,70110,799578
est,1827,697473740,862951,651491,44058,1332452
eth,1827,1379866268,1952141,1927499,123823,1817751
fji,1827,19026553,813380,761391,48969,98798
fin,1827,1149035751,224720,744888,94866,946787
fra,1827,836585004,305831,848046,21538,412856
gab,1827,193443810,1057505,12490,9541,1526573
gmb,1827,714151126,30854,1835797,106465,1817094
geo,1827,169499088,325974,629808,38884,981185
deu,1827,996772917,1557914,81868,24517,1786105
gha,1827,924363233,1914257,1705298,71749,388251
grc,1827,329027735,440639,1775783,55844,1188594
gtm,1827,889350289,1763090,1104612,57323,1006642
gin,1827,406864857,681307,1416598,91830,1375443
gnb,1827,1331234313,757955,595809,97444,1289602
guy,1827,883987825,1821684,1786061,76148,715709
hti,1827,424484111,659548,1820789,94286,1856006
hnd,1827,833499557,1700425,231631,51623,83747
hun,1827,122434575,1344771,1122043,76837,591978
ind,1827,943550344,348970,846852,38682,161640
idn,1827,1255790149,807825,1762112,73798,454144
irn,1827,698498088,1533707,1748436,98254,1131248
irq,1827,1142672754,333585,1871716,4790,478730
irl,1827,1125783014,1052292,1026098,120653,1887728
isr,1827,489835794,830654,577494,60501,1653651
ita,1827,898700860,1584797,1330450,92640,871695
jam,1827,570199899,418016,654899,65669,905150
jpn,1827,1316531846,965196,1575532,111877,1007471
jor,1827,1310224293,1930018,1605201,1544,92776
kaz,1827,716659186,1433509,440605,96931,1373209
ken,1827,850761956,145150,838539,19530,70746
kwt,1827,335524776,1876995,582866,88954,553814
kgz,1827,238195714,1368758,1479240,29587,1523254
lao,1827,225820265,761042,477937,84948,633853
lva,1827,332762976,97473,1028839,115587,1656238
lbn,1827,644141876,655486,1741135,129279,1296970
lso,1827,1254764309,357293,1208636,98214,1827785
lbr,1827,968401058,1237821,903796,91882,1731313
lby,1827,442313591,20884,1934368,54421,841764
ltu,1827,1118760324,245089,683863,11034,1622490
lux,1827,1199336567,1909894,71199,84411,1397898
mkd,1827,209047532,972661,1200442,108895,758391
mdg,1827,236869902,851653,138370,25101,1750255
mwi,1827,451230067,1122926,1154212,57260,1175731
mys,1827,354825436,298625,1051284,17098,453966
mli,1827,986139667,1702349,1424228,72111,1801762
mrt,1827,1118584965,1493931,743158,1784,1327787
mus,1827,328847006,241423,1451497,80541,1812110
mex,1827,473684703,1227909,1471240,20294,941509
mda,1827,281534235,944064,713395,10895,595405
mng,1827,1065119421,1923006,1248594,124044,1527340
mne,1827,1016810729,783746,1682879,95888,396919
mar,1827,661876328,1151925,1561048,94135,1402382
moz,1827,1229846652,169442,877113,76307,1074099
mmr,1827,744865971,1802100,1720831,59490,129740
nam,1827,798985166,60423,230220,44534,1050453
npl,1827,525581884,1541794,1456204,96162,1289096
nld,1827,1244143469,1204194,485865,27226,1645491
nzl,1827,174422418,1094740,335098,104564,1172174
nic,1827,1025531058,204994,1897644,96248,1391015
ner,1827,224731906,284153,116810,34362,1401404
nga,1827,1159062480,124686,779710,110996,1189980
prk,1827,811211747,1888180,871432,125494,1062658
nor,1827,110036063,182067,739543,120850,1572606
omn,1827,301295401,944152,394208,112469,1414758
pak,1827,168385074,1216108,97609,1825,858384
pan,1827,903427255,1160854,490425,97259,1398968
png,1827,1310007726,462692,1345825,10842,1715236
pry,1827,282738835,388039,930356,21458,129918
per,1827,1236542702,358388,1276710,69268,651447
phl,1827,119579375,1335918,1403059,36229,506527
pol,1827,1232109263,1030315,1562099,24331,337579
prt,1827,400013609,1489819,1732130,111505,771020
qat,1827,851021688,669025,1419110,110117,330352
rou,1827,543841566,129814,219485,26812,1022857
rus,1827,392893909,1984226,1622118,99667,698836
rwa,1827,229688716,1465406,1546123,54983,1105448
sau,1827,164137658,157989,777068,78100,1717364
sen,1827,1209440409,1146088,710811,53553,808556
srb,1827,611677500,794599,44078,116772,855008
sle,1827,1319368688,560717,513978,119144,1932682
sgp,1827,75867221,188316,1043720,125818,7255
svk,1827,719603501,365045,637983,3816,329719
svn,1827,427221759,1930808,1752305,28831,1135607
slb,1827,754763810,10134,1209194,94369,1106667
som,1827,496523962,1156608,815294,13817,38876
zaf,1827,189423191,115478,1983891,88931,810338
kor,1827,958407034,1975013,1437781,50763,958584
sds,1827,180568993,1505764,736839,38849,973382
esp,1827,466187879,1259702,537159,119608,428708
lka,1827,81324917,526775,1916581,121529,616285
sdn,1827,1389400567,1020991,984546,57781,1232130
sur,1827,729452404,1782156,1570747,25888,1535791
swz,1827,1049949982,255319,26072,41209,375970
swe,1827,115261353,56631,809572,69426,1133009
che,1827,1296602105,743417,1141709,45319,133080
syr,1827,1304951294,1947241,116373,77043,306923
tjk,1827,643487887,992181,267992,85331,201323
tza,1827,655270150,784250,1018876,11478,628999
tha,1827,1045970981,1722386,1264952,48854,1895652
tls,1827,966132704,146093,1613917,65885,1398485
tgo,1827,570136830,891973,923726,94970,1994332
tto,1827,707488700,175189,1506806,109087,935618
tun,1827,809951866,916036,1003286,81597,913347
tur,1827,1369428782,1703197,1191034,8029,927648
tkm,1827,433924228,641247,1793561,1540,1029982
uga,1827,659703593,1006039,1446536,36121,405669
ukr,1827,513836888,655772,1265697,25701,1031839
are,1827,743815208,465568,1539192,92523,586337
gbr,1827,175281278,1105340,1839204,119367,758708
usa,1827,362194192,570824,714111,57814,636751
ury,1827,934866979,1398819,1039737,79387,1146329
uzb,1827,720601060,334433,1317741,71185,1350582
ven,1827,931231681,797768,1609082,70653,1982218
vnm,1827,1064172424,1215549,1859133,721,739755
pse,1827,1196494706,938978,508328,50286,306320
yem,1827,1156057643,1748678,1123,58145,1565105
zmb,1827,1076418795,1189021,1268137,75134,1613327
zwe,1827,485799407,1358723,111773,53065,1460210
afg,1828,226215748,781114,1410276,489,1369835
alb,1828,631936974,158782,1462227,98022,364304
dza,1828,970849535,959243,696522,116525,1330949
ago,1828,670145017,1222037,481124,129249,580941
arg,1828,1193007370,1998128,228159,121097,578336
arm,1828,188490032,1729396,1182366,114325,1592756
aus,1828,705301684,1183163,51971,115566,1807401
aut,1828,664425828,462933,1549861,38962,985998
aze,1828,682493834,1446208,966099,105991,296811
bhr,1828,1333077639,414912,78698,4103,1032682
bgd,1828,18498045,653278,1341286,109723,1894398
blr,1828,544429658,1622395,211306,89641,1396311
bel,1828,926387815,224481,195037,114601,272848
ben,1828,131504108,397795,759722,34093,298215
btn,1828,873448470,67283,1730601,93368,197637
bol,1828,1046659974,1446825,264103,3943,1914910
bih,1828,744274395,422374,467851,77268,1419133
bwa,1828,1283209376,1178100,1712632,83959,711910
bra,1828,653771358,1891303,1688775,91651,1263057
bgr,1828,59151652,1921110,273724,26621,1503810
bfa,1828,761812134,136523,988779,10098,497786
bdi,1828,112580704,384628,406035,89957,674247
khm,1828,575696635,1678427,64942,59559,1185708
cmr,1828,607284281,582002,910784,60581,610145
can,1828,755020739,555383,700819,20045,1020741
cpv,1828,38202678,801129,1152279,107862,210500
caf,1828,619292332,1708102,115853,106508,1605800
tcd,1828,762730247,143827,266973,7555,1392161
chl,1828,791838718,158069,700024,110421,1449933
chn,1828,839697103,1305032,1350430,39419,1747006
col,1828,726427142,739754,1439227,78239,379693
com,1828,249560855,1988781,1212172,42444,121202
cod,1828,648846176,909951,1967214,72415,1273234
cog,1828,179415181,1480522,1561723,117526,1184291
cri,1828,634742424,1158895,693933,29139,1275891
civ,1828,410224612,307065,984130,57382,1144837
cub,1828,1127212537,600433,1937109,40915,376954
cyp,1828,5681487,1881818,559836,22480,1215170
cze,1828,586970029,267249,1324268,26846,810919
dnk,1828,1188680715,1417406,748277,109912,147929
dji,1828,1200985112,437649,1473614,103246,653899
dom,1828,649884118,383230,968244,60271,1075451
ecu,1828,62606464,207724,1702385,107346,1375467
egy,1828,368176166,884146,85478,129464,696565
slv,1828,442651764,654737,277335,120829,1309591
gnq,1828,435684815,1032519,1395513,11449,369278
eri,1828,1338509333,77617,958429,83165,1442526
est,1828,1101975172,101503,944725,58650,1470718
eth,1828,514898727,835122,561710,4583,118105
fji,1828,1319093693,1663473,1113658,30907,814699
fin,1828,604708524,1003154,1005717,122944,522798
fra,1828,950855083,1045200,1024483,55673,1021426
gab,1828,332962241,1224344,728044,124585,1062368
gmb,1828,794116419,1734421,1435481,57873,1009674
geo,1828,1253507843,1375963,1488523,128836,871088
deu,1828,1271838700,1799065,723606,42923,378064
gha,1828,454789433,1309827,747781,48008,1635891
grc,1828,475507952,578834,862947,35069,689653
gtm,1828,139339634,1170709,306252,42431,1965092
gin,1828,823630,1180971,1620728,107743,882260
gnb,1828,1277835360,501182,526764,95601,1215634
guy,1828,1061835758,218179,1373554,65025,1870029
hti,1828,717830566,599664,1832844,110805,1949448
hnd,1828,545180828,1713051,982921,99226,722844
hun,1828,446124624,1558638,1246084,5178,1603238
ind,1828,1268776474,259590,1626283,58017,1771127
idn,1828,151811913,580866,96406,100429,410155
irn,1828,688874020,22340,242036,31472,943582
irq,1828,259138074,1972195,1855645,42265,1554666
irl,1828,527882440,1908338,1363691,87843,488815
isr,1828,382136443,780869,1011199,107148,1418000
ita,1828,929866656,1127107,1742573,21439,1337539
jam,1828,700970934,1909520,623244,74457,1275669
jpn,1828,223469816,1350760,461244,28472,1841387
jor,1828,1256590307,466789,49336,105331,902144
kaz,1828,981009376,1991885,1825940,4191,614020
ken,1828,1160569744,1498122,1715279,87009,374806
kwt,1828,819361645,124642,86758,78077,833116
kgz,1828,1319780041,1707564,914894,128092,1593265
lao,1828,1392288594,575841,578646,97026,1621152
lva,1828,1081998199,750682,1776377,6407,935023
lbn,1828,1094572899,456226,1038694,129901,202482
lso,1828,222535258,515038,1278459,94438,643663
lbr,1828,55057942,680040,412909,60909,483172
lby,1828,885884393,669832,1931840,47673,1723553
ltu,1828,559810695,1081100,1220078,53995,748359
lux,1828,445759769,1528108,1040593,56647,830915
mkd,1828,1149992448,1523006,193924,3238,1930421
mdg,1828,241676709,649164,147745,5537,231235
mwi,1828,761992941,800529,287606,118743,1224722
mys,1828,1256647941,1410148,55212,61872,1400228
mli,1828,408229670,480477,95243,21220,979339
mrt,1828,932167568,1230723,1515103,107429,744457
mus,1828,31310270,1161545,968940,91811,231805
mex,1828,37780532,1428205,1697136,4965,1503057
mda,1828,737942087,1243825,668613,105585,1896080
mng,1828,1001418121,1380224,901149,60964,233439
mne,1828,24230269,1880042,1666006,91109,1018887
mar,1828,240027604,1456138,25352,103040,812362
moz,1828,554445524,857463,775576,4671,714230
mmr,1828,682545833,1043383,16400,5160,241544
nam,1828,1100318208,270119,1947619,60179,1696747
npl,1828,476724313,381711,1016897,118121,326676
nld,1828,1325459608,1900655,1154177,35109,1923806
nzl,1828,21055763,1261835,1395194,43132,1675983
nic,1828,985224285,621870,1906894,36674,117718
ner,1828,931237924,453996,265332,42081,1250012
nga,1828,1229413566,416362,804487,38928,1298142
prk,1828,807232599,195845,1074019,109326,1732675
nor,1828,1260590727,716597,955054,101317,475725
omn,1828,960987948,1357075,188074,60788,403990
pak,1828,118451500,1711610,45860,25722,825851
pan,1828,658482060,605565,1435216,101188,362517
png,1828,349518294,1217601,1494489,80398,1673440
pry,1828,897792276,169126,610725,95357,648355
per,1828,1372237980,681180,1570518,12205,881869
phl,1828,116367940,1195356,876462,113710,79043
pol,1828,394430469,1871693,1575637,13293,1031872
prt,1828,1096906545,1824492,1174475,88050,989066
qat,1828,1055588412,764240,1361449,114821,1054629
rou,1828,1015055021,924819,1687521,18005,1476366
rus,1828,1208230193,1850604,565235,67652,1970209
rwa,1828,1255916105,657970,1711928,20850,1149986
sau,1828,1187242357,1591912,1377283,92068,282226
sen,1828,902336661,560179,310216,27242,57706
srb,1828,277780499,551640,1920063,94149,1405989
sle,1828,81957150,971059,152127,124707,1475931
sgp,1828,263667916,899596,213599,65072,930144
svk,1828,414174502,1375492,231830,39464,1703357
svn,1828,1121202256,57161,690259,79519,411277
slb,1828,1069166656,1267075,1728091,96605,1720329
som,1828,1329265659,1550539,1263569,104621,1045190
zaf,1828,765213611,1232294,1888625,81971,1997981
kor,1828,920514315,1039112,40507,40293,746761
sds,1828,1106238523,879383,1386409,127038,1056149
esp,1828,969411214,1232101,624068,852,1200163
lka,1828,268158257,1928712,1211274,123944,1076902
sdn,1828,400423038,291279,676369,65084,405058
sur,1828,1193730376,909103,570137,130124,528387
swz,1828,1007094823,775519,1114122,38521,1066712
swe,1828,1365895833,1176438,1632600,37784,1766317
che,1828,15216478,980088,1189258,102590,550880
syr,1828,214866037,416663,1419210,84284,84325
tjk,1828,637214759,1539322,331190,22993,1582190
tza,1828,778428871,8301,1759771,128282,805350
tha,1828,448943174,1191153,53539,50560,1134908
tls,1828,241860958,1446197,232937,45640,218606
tgo,1828,666467801,996491,905481,1098,426929
tto,1828,884974621,1232930,1646930,44944,878544
tun,1828,1066145599,769039,916342,30944,797321
tur,1828,1093726384,669575,1553445,29865,1614623
tkm,1828,1344718164,700352,1762325,65580,119769
uga,1828,571703256,1243694,371788,126279,1751829
ukr,1828,1063067817,711275,1288020,3338,117840
are,1828,992532277,902938,1845131,33883,1490188
gbr,1828,285991951,1645417,574717,26780,199551
usa,1828,238969677,1345299,648475,104337,1130054
ury,1828,1337153315,1157940,1686637,11064,266812
uzb,1828,930642161,1439079,575356,4231,860607
ven,1828,6446910,91997,1079918,83133,554044
vnm,1828,153183337,488598,327946,25511,1236191
pse,1828,749554097,529785,832226,99597,960935
yem,1828,984416395,1231904,726536,2366,713916
zmb,1828,972101772,1400283,1821653,82629,1118327
zwe,1828,1176270352,1509825,1300582,1616,83168
afg,1829,955551706,1605084,188811,25213,1550263
alb,1829,1275437287,230874,1440093,43935,978184
dza,1829,166945997,1731986,573837,17183,299707
ago,1829,349972898,1468360,1128225,27237,1170506
arg,1829,323893149,823310,118297,130241,1303597
arm,1829,954679598,1081850,760932,30128,1560780
aus,1829,162126798,1866037,318301,36390,1931181
aut,1829,300064368,700542,1249744,49279,1228018
aze,1829,1206233470,1362473,989417,107258,640199
bhr,1829,393257390,1357528,326640,78881,747349
bgd,1829,238810569,1594514,399554,97500,849019
blr,1829,352215850,174527,1097031,9252,970069
bel,1829,1228809910,724177,1239003,30727,103688
ben,1829,550815949,1859771,1597681,53485,1538157
btn,1829,780384449,1299601,65520,91389,1200966
bol,1829,889215527,1863010,843146,63975,726483
bih,1829,982690399,1997051,626735,48213,1597489
bwa,1829,811558626,924158,1338212,93676,523621
bra,1829,202520306,88673,374426,102597,1996600
bgr,1829,216534156,316286,1316581,123465,713159
bfa,1829,1376881783,266431,1140059,29330,1492109
bdi,1829,1064593732,231839,643168,53409,81406
khm,1829,1260932670,1178554,68465,95165,405361
cmr,1829,987584851,1608863,792241,49205,467491
can,1829,409094524,526320,1682426,67515,361643
cpv,1829,518518349,768366,429950,44639,661458
caf,1829,681547724,819244,93622,56264,383243
tcd,1829,664560119,1411747,817033,4525,17516
chl,1829,1314148914,261167,642036,106550,1463101
chn,1829,1070380176,1346275,824371,122644,1709758
col,1829,745191482,344041,986565,97821,1351624
com,1829,283222457,1112582,44693,67476,752060
cod,1829,509352875,1646357,1950783,48573,900909
cog,1829,206094978,1321034,1305452,41483,1688074
cri,1829,160219905,270897,72012,123377,1829657
civ,1829,1055506413,1325681,406233,100742,604874
cub,1829,934821060,274645,971221,64271,1851722
cyp,1829,303542656,1574966,1530803,60924,1256079
cze,1829,175968237,1136816,774255,11108,280660
dnk,1829,351226644,1806593,95880,26444,1265914
dji,1829,156576608,795430,919304,37391,1153198
dom,1829,224007750,1257811,1866544,99533,846959
ecu,1829,414299313,698183,1798734,18332,1519247
egy,1829,855732377,117786,630521,88795,1955289
slv,1829,836604513,587029,1014014,58367,304055
gnq,1829,294192667,893770,1715034,46078,1871990
eri,1829,833931173,857842,1578671,73382,1296976
est,1829,77280836,815824,1396390,18687,1226016
eth,1829,551052619,306826,579021,43361,1577912
fji,1829,790104492,1040407,1409795,75235,92846
fin,1829,708998427,1237999,146341,38844,1135792
fra,1829,326934485,1999584,650286,81022,539447
gab,1829,1157931961,329022,788298,30135,1241344
gmb,1829,933162584,1513239,1660294,66254,1691537
geo,1829,1334892765,203835,1387907,70903,184165
deu,1829,1033343016,28560,139352,36337,824806
gha,1829,1027975984,237612,23998,46085,1073450
grc,1829,856685516,1087634,674935,102150,609685
gtm,1829,624538402,443078,505311,92835,1848740
gin,1829,325022955,567741,376883,57294,439014
gnb,1829,233657074,1115426,443851,33361,1880471
guy,1829,113966594,1017265,443510,22863,808735
hti,1829,61642915,481545,1474838,123924,131542
hnd,1829,223304843,570586,197593,45629,862889
hun,1829,1016923042,1386697,1686284,100244,992216
ind,1829,698596701,1914323,730633,98091,1677989
idn,1829,313586945,1620979,1909899,3243,81806
irn,1829,584898544,1859399,919496,14156,1425670
irq,1829,1019690913,37828,1658849,119654,1567345
irl,1829,356933629,1057296,174062,57936,502682
isr,1829,1112759129,1451545,168173,89389,1120678
ita,1829,453774991,1307466,1250890,101421,1555894
jam,1829,919641206,609951,1840518,109015,395727
jpn,1829,877494177,47534,934172,126174,353297
jor,1829,137805819,926295,105181,15855,545062
kaz,1829,1387272528,1236349,303556,67629,1763113
ken,1829,1117730706,1177235,32594,108550,1402050
kwt,1829,169603093,998507,1512314,54734,832419
kgz,1829,671566248,445416,1462912,120654,567147
lao,1829,117818838,1027664,602893,61659,1326993
lva,1829,159457782,94910,117400,69626,1262448
lbn,1829,585950096,1513339,1194925,94216,163843
lso,1829,127985597,355528,416264,12209,1675317
lbr,1829,704605747,803809,1933060,69984,145290
lby,1829,720351922,1921188,210053,38924,17123
ltu,1829,542842729,1833029,1095121,95744,1524737
lux,1829,1351792028,1256674,1682778,125718,303057
mkd,1829,214757652,1559324,1422165,110963,1889128
mdg,1829,216995985,554565,1430043,84505,1986240
mwi,1829,442062480,1400199,1937587,115363,1453081
mys,1829,460947649,212109,162318,127484,185571
mli,1829,959489440,240826,1107389,78222,1825990
mrt,1829,277531168,352912,518107,104983,886867
mus,1829,12904063,508946,1665419,27567,1332133
mex,1829,226806336,359543,65115,123139,910002
mda,1829,555298967,1190605,58263,42604,411269
mng,1829,958317587,1633151,668131,88933,1001115
mne,1829,1247813849,1039308,1516774,17550,1727428
mar,1829,1044237818,859190,198946,85732,826896
moz,1829,110689978,845771,462102,124238,1957518
mmr,1829,38822118,1234129,1058150,129651,1386663
nam,1829,504501521,1237281,681369,46753,1184007
npl,1829,1109041432,610794,1530092,83519,1420848
nld,1829,1152141827,1452254,1567404,98974,64538
nzl,1829,1132343742,134674,1119866,81363,585769
nic,1829,115396034,18666,1095879,59039,811831
ner,1829,395944802,1668994,1680190,42186,1757492
nga,1829,616306963,68754,395297,65254,1726729
prk,1829,609347055,267012,1429660,128080,390900
nor,1829,858921138,892688,422296,48869,121868
omn,1829,855910113,189366,314434,118870,364009
pak,1829,1329914322,1901801,1788889,68580,1290508
pan,1829,1307935795,340636,754159,66087,38856
png,1829,1356013181,1256625,569176,52762,267618
pry,1829,395391736,1018415,1746217,42876,1279649
per,1829,864947264,397138,1341276,68835,1102247
phl,1829,1218611489,763071,235763,24241,315959
pol,1829,1229539066,1501813,1218112,45558,1072110
prt,1829,479570691,374677,759070,16238,911029
qat,1829,906321664,457959,749625,127395,1255175
rou,1829,255300114,240133,989,15816,1920701
rus,1829,747061914,1475867,467748,81373,1192180
rwa,1829,827703359,392828,140477,47834,951185
sau,1829,906248374,796217,1716766,30397,1109746
sen,1829,139774229,440777,488652,61876,636390
srb,1829,462815971,1057409,1889172,81248,1014370
sle,1829,1238111786,1870921,1970521,104518,244622
sgp,1829,224343402,1926847,1177286,80886,766362
svk,1829,1234996849,385212,1448428,62191,1012333
svn,1829,227205301,865671,652470,34015,1962386
slb,1829,624448201,589649,887193,121712,1632879
som,1829,1251836333,53212,805739,88477,780508
zaf,1829,381764921,1382189,901427,127225,1339805
kor,1829,504744990,1915964,766403,69724,768141
sds,1829,432329566,1330876,958132,3406,1543549
esp,1829,732207681,1805544,729964,78684,1652684
lka,1829,1061978121,243599,1336497,1505,864879
sdn,1829,47757356,26200,807902,61531,1694705
sur,1829,927102898,1267689,824449,99960,1008296
swz,1829,613984182,1076248,575683,100125,1223688
swe,1829,528728971,1564320,1001465,128522,69300
che,1829,516171612,1903260,231877,85276,577102
syr,1829,1266785988,112242,1302371,128618,1477914
tjk,1829,448402542,879855,1489088,28539,1087995
tza,1829,802585730,570058,948330,54299,550304
tha,1829,43493788,966594,720238,70654,292036
tls,1829,531849614,721110,1196609,123448,218536
tgo,1829,1129035020,299865,1665580,75012,1707625
tto,1829,1277423827,136005,1714151,57428,174276
tun,1829,518372063,1370247,357920,52388,1370964
tur,1829,1230846496,370136,1968818,127480,1573961
tkm,1829,1087118575,15328,699339,54150,657308
uga,1829,822036718,467030,337419,117969,1198356
ukr,1829,1388980239,30316,624595,75272,469245
are,1829,337514040,1849354,1354837,105114,1924929
gbr,1829,283977910,790101,1381711,3365,1951045
usa,1829,920947605,736639,636655,105677,96608
ury,1829,1213872520,684889,1540450,58877,1766319
uzb,1829,78551684,405538,381146,58950,1518401
ven,1829,1247806187,625887,1063327,4387,1050844
vnm,1829,1279621938,1390584,612187,37355,1029913
pse,1829,996194894,515007,1028990,44388,564863
yem,1829,12316468,805026,1963213,2141,44554
zmb,1829,1360089441,1768910,1802817,84850,1120861
zwe,1829,1382262416,907349,301651,24347,1889666
afg,1830,1383272765,1331151,355729,41889,1741051
alb,1830,214936649,421439,969943,104554,3291
dza,1830,309819510,1008019,1554260,68422,1170926
ago,1830,312520459,1597183,1501922,55323,450875
arg,1830,875220961,394601,1060587,24203,1950637
arm,1830,108919993,1431963,316157,91226,1543732
aus,1830,538027443,787946,447556,29571,774392
aut,1830,534206083,754508,1264164,128888,1307372
aze,1830,1364085186,401159,591949,37596,499630
bhr,1830,1216349305,1484399,796026,121591,1590934
bgd,1830,1105909939,750048,75315,16750,35837
blr,1830,753235965,110501,1311876,127682,270878
bel,1830,1397831048,637857,278615,82901,1085832
ben,1830,1250729759,902993,1063299,103161,1118277
btn,1830,457225881,1088069,322912,35603,546325
bol,1830,651066683,1023844,1109323,72227,615172
bih,1830,798290741,351023,709029,16812,57262
bwa,1830,381522648,488758,1207111,108240,736490
bra,1830,351513268,1740776,1249900,119368,594417
bgr,1830,99521826,1688826,33144,120270,1984870
bfa,1830,1183539620,1351641,1015423,85840,1167520
bdi,1830,435571713,204677,86164,40832,439669
khm,1830,1381663772,545630,503164,27397,1608026
cmr,1830,1020968724,1547526,491299,115433,567511
can,1830,196020427,576014,1448015,114436,337444
cpv,1830,509141926,511922,512564,10893,1981741
caf,1830,239071405,630450,308677,36160,1241365
tcd,1830,951258645,1840838,15630,117189,1953091
chl,1830,816413435,1609337,1646417,85564,388097
chn,1830,1218748676,1909829,963619,38378,874120
col,1830,445193520,1064330,468188,97620,884669
com,1830,1285361353,793854,371236,115679,1682347
cod,1830,1196578313,1432409,556460,20906,999589
cog,1830,1125886911,1985779,354118,82658,516221
cri,1830,903900946,1333705,1007205,48797,1651995
civ,1830,784473685,1842069,255083,108210,106359
cub,1830,1144207660,198436,608305,92366,272592
cyp,1830,1141932784,576505,747140,53527,1569278
cze,1830,950628848,1202834,1832453,40525,491181
dnk,1830,897273292,1898271,1487080,124688,829337
dji,1830,655938492,246459,1593659,49628,1469914
dom,1830,1148269805,531712,122862,65774,312118
ecu,1830,1169719090,87173,1434920,25570,274284
egy,1830,10797346,1130995,755392,100293,673862
slv,1830,1132145906,1285743,475918,42150,826420
gnq,1830,734155306,351531,1605853,120373,1421034
eri,1830,804915746,1446537,591341,111600,662385
est,1830,1393220502,295129,1335408,127544,1242083
eth,1830,794157029,342180,989547,10002,1730929
fji,1830,721848170,1398633,1608988,102801,1778546
fin,1830,1342163111,1828345,1535768,87547,1447289
fra,1830,410264813,1470153,53466,76876,889345
gab,1830,747118754,861218,1442979,118834,641029
gmb,1830,1167556146,1856473,1617380,69051,1962866
geo,1830,984962663,1452450,846693,7446,883199
deu,1830,477614035,1576080,1675476,12203,353477
gha,1830,737708563,789176,833008,100477,1999066
grc,1830,1028788302,1755639,1094104,68187,682551
gtm,1830,286449057,1130823,1519308,37719,1332348
gin,1830,189763066,1398487,608816,80316,562963
gnb,1830,727924480,1444950,1562984,43012,1706248
guy,1830,415428910,493095,406606,618,1337096
hti,1830,383135408,1226837,1917509,51629,226740
hnd,1830,918463227,1011071,1561454,42793,364599
hun,1830,118195341,1008857,534421,102823,1613074
ind,1830,1255763014,654857,831801,114405,1800916
idn,1830,506042023,1503415,1927594,94431,1151716
irn,1830,1258325260,1443969,1929514,36923,1829996
irq,1830,1280161443,1549022,1919282,79802,1939925
irl,1830,461842871,1769057,233269,60210,141106
isr,1830,412599150,1889544,1806786,119158,196692
ita,1830,223124944,127551,825811,114170,1439185
jam,1830,256197847,1712634,1060746,99325,626907
jpn,1830,1365714458,592654,1831932,63265,1364316
jor,1830,166479009,1571419,231434,91802,1237942
kaz,1830,798762865,792926,1447990,82120,1698703
ken,1830,325226008,1544723,910563,84299,403667
kwt,1830,485535453,1772037,334522,78144,1862234
kgz,1830,617127572,1288567,132027,33622,1403039
lao,1830,1235914337,541577,835622,93241,1700991
lva,1830,235117108,1387351,1085480,73583,1481907
lbn,1830,629083831,1465234,359337,31477,649239
lso,1830,1300660345,561617,678305,49798,1172396
lbr,1830,793543340,708603,665291,81198,174275
lby,1830,589747800,471216,642634,55299,1519524
ltu,1830,279905055,723991,1515175,40738,628646
lux,1830,1039939399,465645,772423,34117,993534
mkd,1830,485220770,129416,946714,75216,944910
mdg,1830,375678855,498443,1979114,31324,162003
mwi,1830,317937661,958392,822316,27058,339266
mys,1830,877623064,1377692,567081,23907,165873
mli,1830,870529296,190299,1607361,73559,935638
mrt,1830,703277155,23389,1765432,110515,514100
mus,1830,262831865,325487,1744617,95467,192797
mex,1830,977119884,302213,543935,89111,1154763
mda,1830,1077695334,1975825,541758,15901,1492697
mng,1830,40985981,1426937,277206,119835,1928068
mne,1830,1334559988,1905087,16725,123249,1567145
mar,1830,435248955,1393721,1713547,5279,173622
moz,1830,174022107,89030,1054843,57963,555326
mmr,1830,1072447823,1184997,1657079,118113,274586
nam,1830,1392199415,1977548,452956,96869,1531942
npl,1830,1078573099,944557,1953252,111869,882183
nld,1830,509516556,143811,166106,70887,1382304
nzl,1830,897864457,1760887,957361,15024,1128281
nic,1830,828484350,450300,749046,88561,185900
ner,1830,936511180,212002,121162,110144,1217865
nga,1830,201295885,496321,1431954,27016,798652
prk,1830,1067139447,398559,1073604,125539,1944897
nor,1830,1226780230,19473,37395,94609,255326
omn,1830,8637543,803306,733475,68937,1372824
pak,1830,1292098118,1146640,781410,43107,255411
pan,1830,1025047208,1681124,1316920,26919,1441835
